etID  | Input | Balkan Romance | Common Romanian | Output {GOLD}
416    | #pˌetˈiːɡinem# | *#petˈid͡ʒene# | *#pet͡sˈid͡ʒene# | *#pet͡sˈind͡ʒine# {GOLD: #pet͡ʃˈind͡ʒine#}
417    | #puːrˈoːnium# | *#purˈoɲu# | *#puɾˈuɲu# | *#purˈuj# {GOLD: #purˈoj#}
418    | #pˈustulam# | *#pˈuskla# | *#pˈuskʎe# | *#pˈuʃke# {GOLD: #puʃke̯ˈa#}
419    | #pustulˈellam# | *#pusklˈɛlla# | *#puskʎe̯ˈa# | *#puʃkjˈa# {GOLD: #puʃke̯ˈa#}
420    | #rˌepˈoːne# | *#repˈone# | *#rrepˈune# | *#rəpˈune# {GOLD: #rəpˈune#}
421    | #tˌussˈiː# | *#tusˈi# | *#tuʃˈi# | *#tuʃˈi# {GOLD: #tuʃˈi#}
422    | #tˈussis# | *#tˈusi# | *#tˈuʃi# | *#tˈuʃj# {GOLD: #tˈuse#}
423    | #bˈalbus# | *#bˈalbu# | *#bˈalbu# | *#bˈalb# {GOLD: #bɨlbɨj#}
424    | #mˈankus# | *#mˈanku# | *#mˈənku# | *#mˈɨnk# {GOLD: #mˈɨnk#}
425    | #mˈuːtum# | *#mˈutu# | *#mˈutu# | *#mˈut# {GOLD: #mˈut#}
426    | #ˈorbum# | *#ˈorbu# | *#ˈoɾbu# | *#ˈorb# {GOLD: #ˈorb#}
427    | #eksklˈoppum# | *#sklˈopu# | *#skʎˈopu# | *#ʃkjˈop# {GOLD: #ʃkjˈop#}
428    | #ekskloppˈaː# | *#sklopˈa# | *#skʎopˈa# | *#ʃkjopˈa# {GOLD: #ʃkjopˈa#}
429    | #sˈurdum# | *#sˈurdu# | *#sˈuɾdu# | *#sˈurd# {GOLD: #sˈurd#}
430    | #brˈakae̯# | *#brˈat͡ʃɛ# | *#bɾˈat͡ʃe# | *#brˈat͡ʃe# {GOLD: #brˈat͡ʃe#}
431    | #kamˈisiam# | *#kamˈeʃa# | *#kəme̯ˈaʃə# | *#kəmˈaʃə# {GOLD: #kəmˈaʃə#}
432    | #lˈiːneam# | *#lˈijna# | *#ʎˈijnə# | *#ˈie# {GOLD: #ˈije#}
433    | #mˈanika# | *#mˈaneka# | *#mˈənekə# | *#mˈɨnekə# {GOLD: #mˈɨnekə#}
434    | #palliˈoːla# | *#palljˈola# | *#pəʎo̯ˈaɾə# | *#pəjo̯ˈarə# {GOLD: #pəjo̯ˈarə#}
435    | #sˈarika# | *#sˈareka# | *#sˈaɾekə# | *#sarˈikə# {GOLD: #sarˈikə#}
436    | #westiːmˈentum# | *#veʃtimˈɛntu# | *#veʃtimˈentu# | *#veʃtimˈɨnt# {GOLD: #veʃmˈɨnt#}
437    | #kalkeamˈentum# | *#kalt͡ʃamˈɛntu# | *#kəlt͡ʃəmˈentu# | *#kəlt͡ʃəmˈɨnt# {GOLD: #kəlt͡səmˈɨnt#}
438    | #aːnˈellum# | *#anˈɛllu# | *#əɲˈelu# | *#ɨjˈel# {GOLD: #inˈel#}
439    | #brakʰiˈaːle# | *#brat͡ʃˈale# | *#bɾət͡ʃˈaɾe# | *#brət͡ʃˈare# {GOLD: #brət͡sˈarə#}
440    | #kirkˈellum# | *#t͡ʃert͡ʃˈɛllu# | *#t͡ʃeɾt͡ʃˈelu# | *#t͡ʃert͡ʃˈel# {GOLD: #t͡ʃert͡ʃˈel#}
441    | #korˈoːnam# | *#korˈona# | *#kuɾˈunə# | *#kunˈunə# {GOLD: #kunˈunə#}
442    | #marɡˈellam# | *#mard͡ʒˈɛlla# | *#məɾd͡ʒe̯ˈa# | *#mərd͡ʒe̯ˈa# {GOLD: #mərd͡ʒe̯ˈa#}
443    | #bˈalteum# | *#bˈalt͡su# | *#bˈalt͡su# | *#bˈalt͡s# {GOLD: #bˈalt͡s#}
444    | #braːkˈiːle# | *#brat͡ʃˈile# | *#bɾət͡ʃˈiɾe# | *#brət͡ʃˈire# {GOLD: #brət͡ʃˈire#}
445    | #kˈinɡula# | *#klˈenɡa# | *#kʎˈenɡə# | *#kˈinɡə# {GOLD: #kˈinɡə#}
446    | #fˈaskiam# | *#fˈat͡ʃa# | *#fˈat͡ʃə# | *#fˈat͡ʃə# {GOLD: #fˈaʃə#}
447    | #faskˈiolam# | *#fat͡ʃˈola# | *#fət͡ʃo̯ˈaɾə# | *#fəʃo̯ˈarə# {GOLD: #fɨʃio̯ˈarə#}
448    | #fˈiːlum# | *#fˈilu# | *#fjˈiɾu# | *#fˈir# {GOLD: #fˈir#}
449    | #ɡlˈemum# | *#ɡlˈɛmu# | *#ɡʎˈemu# | *#ɡjˈim# {GOLD: #ɡˈem#}
450    | #liɡaːtˈuːra# | *#leɡatˈura# | *#leɡətˈuɾə# | *#leɡətˈurə# {GOLD: #leɡətˈurə#}
451    | #wˈittam# | *#bˈeta# | *#be̯ˈatə# | *#bˈatə# {GOLD: #bˈatə#}
452    | #kalkeˈaː# | *#kalt͡ʃˈa# | *#kəlt͡ʃˈa# | *#kəlt͡sˈa# {GOLD: #kəlt͡sˈa#}
453    | #inkˈinɡe# | *#ent͡ʃˈend͡ʒe# | *#ent͡ʃˈend͡ʒe# | *#ɨnt͡ʃˈind͡ʒe# {GOLD: #ɨnt͡ʃˈind͡ʒe#}
454    | #koːnsˈuere# | *#kosˈere# | *#kuse̯ˈaɾe# | *#kusˈere# {GOLD: #ko̯ˈase#}
455    | #diskˈulkius# | *#deskˈult͡su# | *#deskˈult͡su# | *#deskˈult͡s# {GOLD: #deskˈult͡s#}
456    | #diskalkeˈaː# | *#deskalt͡ʃˈa# | *#deskəlt͡ʃˈa# | *#deskəlt͡sˈa# {GOLD: #deskəlt͡sˈa#}
457    | #diskulkiˈaː# | *#deskult͡ʃˈa# | *#deskult͡ʃˈa# | *#deskult͡sˈa# {GOLD: #deskult͡sˈa#}
458    | #imbrakˈaː# | *#embrakˈa# | *#embɾəkˈa# | *#ɨmbrəkˈa# {GOLD: #ɨmbrəkˈa#}
459    | #insolˈaː# | *#ensolˈa# | *#ensuɾˈa# | *#ɨnsurˈa# {GOLD: #ɨnsurˈa#}
460    | #infaskiolˈaː# | *#enfat͡ʃolˈa# | *#enfət͡ʃuɾˈa# | *#ɨnfəʃurˈa# {GOLD: #ɨnfəʃurˈa#}
461    | #inwestˈiː# | *#envestˈi# | *#envestˈi# | *#ɨnvestˈi# {GOLD: #ɨnveʃtˈi#}
462    | #submittˈeː# | *#suwmetˈe# | *#suwmetˈe# | *#suməte̯ˈa# {GOLD: #sumetˈe#}
463    | #suffolikˈaː# | *#sufolkˈa# | *#sufulkˈa# | *#sufulkˈa# {GOLD: #suflekˈa#}
464    | #kˈenam# | *#t͡ʃˈɛna# | *#t͡ʃˈenə# | *#t͡ʃˈinə# {GOLD: #t͡ʃˈinə#}
465    | #prˈandium# | *#prˈand͡zu# | *#pɾˈənd͡zu# | *#prˈɨnz# {GOLD: #prˈɨnz#}
466    | #aksˈunɡia# | *#asˈund͡za# | *#asˈund͡zə# | *#asˈunzə# {GOLD: #osˈɨnzə#}
467    | #kukkˈaːtam# | *#kukˈata# | *#kukˈatə# | *#kukˈatə# {GOLD: #bukˈatə#}
468    | #kʰˈyːlum# | *#t͡ʃˈilu# | *#t͡ʃˈiɾu# | *#t͡ʃˈir# {GOLD: #t͡ʃˈir#}
469    | #friktˈuːram# | *#freptˈura# | *#fɾeptˈuɾə# | *#freptˈurə# {GOLD: #friptˈurə#}
470    | #frˈuːktus# | *#frˈuptu# | *#fɾˈuptu# | *#frˈupt# {GOLD: #frˈupt#}
471    | #lˈardum# | *#lˈardu# | *#lˈaɾdu# | *#lˈard# {GOLD: #lˈard#}
472    | #mˈuriam# | *#mˈujra# | *#mˈujɾə# | *#mˈujə# {GOLD: #mo̯ˈare#}
473    | #merˈenda# | *#merˈɛnda# | *#meɾˈendə# | *#merˈində# {GOLD: #merˈinde#}
474    | #pˈaːnem# | *#pˈane# | *#pˈəne# | *#pˈɨjne# {GOLD: #pˈɨjne#}
475    | #piːsˈaːtum# | *#pisˈatu# | *#pjisˈatu# | *#pisˈat# {GOLD: #pəsˈat#}
476    | #plakˈenta# | *#plat͡ʃˈɛnta# | *#plət͡ʃˈentə# | *#plət͡ʃˈintə# {GOLD: #plət͡sˈintə#}
477    | #sˈaːlem# | *#sˈale# | *#sˈaɾe# | *#sˈare# {GOLD: #sˈare#}
478    | #sˈeːbum# | *#sˈeu# | *#sˈeu# | *#sˈew# {GOLD: #sˈew#}
479    | #tˈortam# | *#tˈorta# | *#to̯ˈaɾtə# | *#to̯ˈartə# {GOLD: #tˈurtə#}
480    | #wˈiːktum# | *#vˈiptu# | *#vjˈiptu# | *#vˈipt# {GOLD: #vˈipt#}
481    | #d͡zˈema# | *#d͡zˈɛma# | *#d͡zˈemə# | *#ze̯ˈamə# {GOLD: #ze̯ˈamə#}
482    | #mˈustum# | *#mˈustu# | *#mˈustu# | *#mˈust# {GOLD: #mˈust#}
483    | #pˈoska# | *#pˈoska# | *#po̯ˈaskə# | *#po̯ˈaskə# {GOLD: #pˈuskə#}
484    | #wiːnˈaːkeus# | *#vinˈat͡su# | *#vjinˈat͡su# | *#vinˈat͡s# {GOLD: #vinˈat͡s#}
485    | #kˈawus# | *#kˈau# | *#kˈau# | *#kˈaw# {GOLD: #kəˈuʃ#}
486    | #koopertˈoːrium# | *#kopertˈojru# | *#kopeɾtˈojɾu# | *#kopərtˈor# {GOLD: #kərpətˈor#}
487    | #ɡratˈaːrium# | *#ɡratˈajru# | *#ɡɾətˈajɾu# | *#ɡrətˈar# {GOLD: #ɡrətˈar#}
488    | #lˈinɡulam# | *#lˈenɡla# | *#lˈenɡʎe# | *#lˈinɡje# {GOLD: #lˈinɡurə#}
489    | #wˈaːsum# | *#vˈasu# | *#vˈasu# | *#vˈas# {GOLD: #vˈas#}
490    | #battˈituram# | *#bat͡sˈetura# | *#bət͡se̯ˈatuɾə# | *#bət͡se̯ˈaturə# {GOLD: #bətˈəturə#}
491    | #kˈalamus# | *#kˈalamu# | *#kˈaɾəmu# | *#kˈarəm# {GOLD: #kˈarəmj#}
492    | #kaprˈeolum# | *#kaprjˈolu# | *#kəpɾjˈoɾu# | *#kəprjˈor# {GOLD: #kəpriˈor#}
493    | #kˈasam# | *#kˈasa# | *#kˈasə# | *#kˈasə# {GOLD: #kˈasə#}
494    | #kellˈaːrium# | *#t͡ʃellˈajru# | *#t͡ʃelˈajɾu# | *#t͡ʃelˈar# {GOLD: #t͡ʃelˈar#}
495    | #kˈoːrtem# | *#kˈorte# | *#ko̯ˈaɾte# | *#ko̯ˈarte# {GOLD: #kˈurte#}
496    | #kooperiːmˈentum# | *#koperimˈɛntu# | *#kopeɾjimˈentu# | *#koperimˈɨnt# {GOLD: #koperəmˈɨnt#}
497    | #krˈaːtis# | *#krˈati# | *#kɾˈat͡si# | *#krˈat͡sj# {GOLD: #ɡrˈatje#}
498    | #kˈulmen# | *#kˈulme# | *#kˈulme# | *#kˈulme# {GOLD: #kˈulme#}
499    | #fenˈestram# | *#fenˈɛstra# | *#feɲe̯ˈastɾə# | *#fɨjˈastrə# {GOLD: #fere̯ˈastrə#}
500    | #fontˈaːna# | *#fontˈana# | *#fɨntˈənə# | *#fɨntˈɨnə# {GOLD: #fɨntˈɨnə#}
501    | #ostˈeolum# | *#ot͡ʃˈolu# | *#ut͡ʃˈoɾu# | *#uʃˈor# {GOLD: #uʃˈor#}
502    | #ˈoːstium# | *#ˈot͡ʃu# | *#ˈot͡ʃu# | *#ˈoʃ# {GOLD: #ˈuʃə#}
503    | #pˈortam# | *#pˈorta# | *#po̯ˈaɾtə# | *#po̯ˈartə# {GOLD: #po̯ˈartə#}
504    | #pˈuteum# | *#pˈut͡su# | *#pˈut͡su# | *#pˈut͡s# {GOLD: #pˈut͡s#}
505    | #skˈaːlam# | *#skˈala# | *#skˈaɾə# | *#skˈarə# {GOLD: #skˈarə#}
506    | #stˈylum# | *#stˈulu# | *#stˈuɾu# | *#stˈur# {GOLD: #stˈurə#}
507    | #tˈenda# | *#tˈɛnda# | *#tˈendə# | *#tˈində# {GOLD: #tˈində#}
508    | #titˈinam# | *#t͡setˈena# | *#t͡setˈenə# | *#t͡sətˈinə# {GOLD: #t͡sɨt͡sˈɨnə#}
509    | #traːjˈektam# | *#trad͡zˈɛpta# | *#tɾəd͡ze̯ˈaptə# | *#trəze̯ˈaptə# {GOLD: #tre̯ˈaptə#}
510    | #armˈaːrium# | *#armˈajru# | *#aɾmˈajɾu# | *#armˈar# {GOLD: #armˈar#}
511    | #kapitˈaːneum# | *#kapetˈaɲu# | *#kəpetˈəɲu# | *#kəpətˈɨj# {GOLD: #kəpətˈɨj#}
512    | #pˈattum# | *#pˈatu# | *#pˈatu# | *#pˈat# {GOLD: #pˈat#}
513    | #skˈortea# | *#skˈort͡sa# | *#sko̯ˈaɾt͡sə# | *#sko̯ˈart͡sə# {GOLD: #sko̯ˈart͡sə#}
514    | #strˈaːtum# | *#strˈatu# | *#stɾˈatu# | *#strˈat# {GOLD: #strˈat#}
515    | #ɡˈentem# | *#d͡ʒˈɛnte# | *#d͡ʒˈente# | *#d͡ʒˈinte# {GOLD: #d͡ʒˈint#}
516    | #ˈamita# | *#ˈameta# | *#ˈəmetə# | *#ˈəmətə# {GOLD: #mˈət#}
517    | #fˈiːlium# | *#fˈijlu# | *#fjˈijɾu# | *#fˈij# {GOLD: #fˈiw#}
518    | #fˈiːliam# | *#fˈijla# | *#fjˈijɾə# | *#fˈie# {GOLD: #fˈie#}
519    | #frˈaːter# | *#frˈate# | *#fɾˈate# | *#frˈate# {GOLD: #frˈate#}
520    | #ɡˈeminus# | *#d͡ʒˈɛmenu# | *#d͡ʒˈemenu# | *#d͡ʒe̯ˈamɨn# {GOLD: #d͡ʒe̯ˈamən#}
521    | #mˈamma# | *#mˈama# | *#mˈəmə# | *#mˈəmə# {GOLD: #ˈɨma#}
522    | #nepˈoːtem# | *#nepˈote# | *#nepo̯ˈate# | *#nepo̯ˈatə# {GOLD: #nepˈot#}
523    | #nepˈoːta# | *#nepˈota# | *#nepo̯ˈatə# | *#nepo̯ˈatə# {GOLD: #nepo̯ˈatə#}
524    | #pˈappus# | *#pˈapu# | *#pˈapu# | *#pˈap# {GOLD: #pˈap#}
525    | #parˈentis# | *#parˈɛnti# | *#pəɾˈenti# | *#pərˈintj# {GOLD: #pərˈinte#}
526    | #sˈoror# | *#sˈorro# | *#sˈorru# | *#sˈor# {GOLD: #sˈor#}
527    | #tˈatam# | *#tˈata# | *#tˈatə# | *#tˈatə# {GOLD: #tˈatə#}
528    | #wˈeːrum# | *#vˈeru# | *#vˈeɾu# | *#vˈər# {GOLD: #vˈər#}
529    | #bˌarbˈaːtum# | *#barbˈatu# | *#bəɾbˈatu# | *#bərbˈat# {GOLD: #bərbˈat#}
530    | #kˌoːnsˈokrum# | *#kosˈokru# | *#kusˈokɾu# | *#kusˈokru# {GOLD: #kˈuskru#}
531    | #fiːliˈastrum# | *#filjˈastru# | *#fjiʎˈastɾu# | *#fijˈastru# {GOLD: #fjˈastru#}
532    | #ɡˈenerum# | *#d͡ʒˈɛneru# | *#d͡ʒˈeneɾu# | *#d͡ʒˈiner# {GOLD: #d͡ʒˈinere#}
533    | #hˈomoː# | *#ˈomo# | *#ˈumu# | *#ˈum# {GOLD: #ˈom#}
534    | #marˈiːtus# | *#marˈitu# | *#məɾjˈitu# | *#mərˈit# {GOLD: #mərˈit#}
535    | #nˈurum# | *#nˈuru# | *#nˈuɾu# | *#nˈur# {GOLD: #nˈor#}
536    | #sˈokrum# | *#sˈokru# | *#sˈokɾu# | *#sˈokru# {GOLD: #sˈokru#}
537    | #sˈokia# | *#sˈot͡sa# | *#so̯ˈat͡sə# | *#so̯ˈat͡sə# {GOLD: #so̯ˈat͡sə#}
538    | #sˈokius# | *#sˈot͡su# | *#sˈot͡su# | *#sˈot͡s# {GOLD: #sˈot͡s#}
539    | #spˈurius# | *#spˈujru# | *#spˈujɾu# | *#spˈuj# {GOLD: #spˈur#}
540    | #kˌommˈaːtrem# | *#komˈatre# | *#kumˈatɾe# | *#kumˈatre# {GOLD: #kumˈətrə#}
541    | #kˌompˈaːtrem# | *#kompˈatre# | *#kumpˈatɾe# | *#kumpˈatre# {GOLD: #kumˈətru#}
542    | #fˌiːliˈaːnum# | *#filjˈanu# | *#fjiʎˈənu# | *#fijˈɨn# {GOLD: #fˈin#}
543    | #nˈonnum# | *#nˈonnu# | *#nˈonnu# | *#nˈon# {GOLD: #nˈun#}
544    | #ˈorpʰanum# | *#ˈorpanu# | *#o̯ˈaɾpənu# | *#o̯ˈarpɨn# {GOLD: #o̯ˈarfən#}
545    | #wˈiduum# | *#vˈedu# | *#vˈedu# | *#vˈəd# {GOLD: #vˈəduv#}
546    | #kˌoroːnˈaː# | *#koronˈa# | *#kuɾunˈa# | *#kununˈa# {GOLD: #kununˈa#}
547    | #krˌeːdˈentiam# | *#kredˈɛnt͡sa# | *#kɾedˈent͡sə# | *#kredˈint͡sə# {GOLD: #kredˈint͡sə#}
548    | #dˈekstrae̯# | *#dˈɛstra# | *#d͡ze̯ˈastɾə# | *#ze̯ˈastrə# {GOLD: #zˈestre#}
549    | #hˌospˈitium# | *#ospˈet͡su# | *#ospˈet͡su# | *#ospˈət͡s# {GOLD: #ospˈət͡s#}
550    | #ˌinˌuksorˈaː# | *#enusorˈa# | *#enusuɾˈa# | *#ɨnusurˈa# {GOLD: #ɨnsurˈa#}
551    | #lˌaksˈaː# | *#lasˈa# | *#ləsˈa# | *#ləsˈa# {GOLD: #ləsˈa#}
552    | #mˌaritˈaː# | *#maretˈa# | *#məɾetˈa# | *#mərətˈa# {GOLD: #məritˈa#}
553    | #nˈuːptiae̯# | *#nˈut͡sa# | *#nˈut͡sə# | *#nˈunt͡sə# {GOLD: #nˈuntə#}
554    | #pˈete# | *#pˈɛte# | *#pje̯ˈate# | *#pˈete# {GOLD: #pˈet͡sj#}
555    | #lˈuːmen# | *#lˈume# | *#lˈume# | *#lˈume# {GOLD: #lˈume#}
556    | #ˌappˈoːne# | *#apˈone# | *#apˈune# | *#apˈune# {GOLD: #apˈune#}
557    | #kˈae̯lum# | *#t͡ʃˈɛlu# | *#t͡ʃˈeɾu# | *#t͡ʃˈer# {GOLD: #t͡ʃˈer#}
558    | #kˈirkinus# | *#t͡ʃˈert͡ʃen# | *#t͡ʃe̯ˈaɾt͡ʃen# | *#t͡ʃˈert͡ʃin# {GOLD: #t͡ʃe̯ˈarkən#}
559    | #ekskapitˈaː# | *#skapetˈa# | *#skəpetˈa# | *#skəpətˈa# {GOLD: #skəpətˈa#}
560    | #luːkˈiferum# | *#lut͡ʃˈeferu# | *#lut͡ʃe̯ˈafeɾu# | *#lut͡ʃe̯ˈafər# {GOLD: #lut͡ʃe̯ˈafər#}
561    | #lˈuːnam# | *#lˈuna# | *#lˈunə# | *#lˈunə# {GOLD: #lˈunə#}
562    | #rˌesalˈiː# | *#resalˈi# | *#rresəɾjˈi# | *#rəsərˈi# {GOLD: #rəsərˈi#}
563    | #sˈoːlem# | *#sˈole# | *#so̯ˈaɾe# | *#so̯ˈare# {GOLD: #so̯ˈare#}
564    | #ˈaːerem# | *#ˈɛre# | *#je̯ˈaɾe# | *#jˈere# {GOLD: #ˈajer#}
565    | #ˈawram# | *#ˈawra# | *#ˈawɾə# | *#ˈawrə# {GOLD: #ˈawrə#}
566    | #ˈawstrum# | *#ˈastru# | *#ˈastɾu# | *#ˈastru# {GOLD: #ˈawstru#}
567    | #brˈuːmam# | *#brˈuma# | *#bɾˈumə# | *#brˈumə# {GOLD: #brˈumə#}
568    | #frˈiːɡus# | *#frˈiɡu# | *#fɾˈiɡu# | *#frˈiɡ# {GOLD: #frˈiɡ#}
569    | #ɡˈeluː# | *#d͡ʒˈɛlu# | *#d͡ʒˈeɾu# | *#d͡ʒˈer# {GOLD: #d͡ʒˈer#}
570    | #ɡˈelum# | *#d͡ʒˈɛlu# | *#d͡ʒˈeɾu# | *#d͡ʒˈer# {GOLD: #d͡ʒˈer#}
571    | #ɡlˈakieːm# | *#ɡlˈat͡se# | *#ɡʎˈat͡se# | *#ɡe̯ˈat͡sə# {GOLD: #ɡe̯ˈat͡sə#}
572    | #ɡrˈandinem# | *#ɡrˈandene# | *#ɡɾˈəndene# | *#ɡrˈɨndinə# {GOLD: #ɡrˈindinə#}
573    | #nˈuːbilum# | *#nˈuwlu# | *#nˈuwɾu# | *#nˈur# {GOLD: #nˈor#}
574    | #ninɡwˈe# | *#nend͡ʒˈɛ# | *#nend͡ʒˈe# | *#nˈind͡ʒe# {GOLD: #nˈind͡ʒe#}
575    | #nˈiwem# | *#nˈee# | *#ne̯ˈa# | *#ne̯ˈa# {GOLD: #ne̯ˈa#}
576    | #plˈue# | *#plˈe# | *#plˈe# | *#plˈe# {GOLD: #plowˈa#}
577    | #plˈuwjam# | *#plˈuja# | *#plˈujə# | *#plˈujə# {GOLD: #plo̯ˈaje#}
578    | #rˈorem# | *#rˈore# | *#rro̯ˈaɾe# | *#ro̯ˈare# {GOLD: #rˈowə#}
579    | #sˈereːnum# | *#sˈɛrenu# | *#ʃe̯ˈaɾenu# | *#ʃˈarin# {GOLD: #sˈenin#}
580    | #sikkitˈaːtem# | *#set͡ʃetˈate# | *#set͡ʃetˈate# | *#set͡ʃətˈate# {GOLD: #sˈet͡ʃetə#}
581    | #tonˈaː# | *#tonˈa# | *#tunˈa# | *#tunˈa# {GOLD: #tunˈa#}
582    | #wˈentum# | *#vˈɛntu# | *#vˈentu# | *#vˈɨnt# {GOLD: #vˈɨnt#}
583    | #dˈata# | *#dˈata# | *#dˈatə# | *#dˈatə# {GOLD: #dˈatə#}
584    | #hˈoːram# | *#ˈora# | *#o̯ˈaɾə# | *#o̯ˈarə# {GOLD: #o̯ˈarə#}
585    | #tˈempus# | *#tˈɛmpu# | *#tˈempu# | *#tˈimp# {GOLD: #tˈimp#}
586    | #ˈalbam# | *#ˈalba# | *#ˈalbə# | *#ˈalbə# {GOLD: #ˈalba#}
587    | #dˈiem# | *#dˈi# | *#d͡zˈi# | *#zˈi# {GOLD: #zˈiwə#}
588    | #hˈodieː# | *#ˈod͡ze# | *#o̯ˈad͡ze# | *#o̯ˈaze# {GOLD: #ˈazj#}
589    | #hˈeriː# | *#ˈɛri# | *#jˈeɾji# | *#jˈerj# {GOLD: #jˈerj#}
590    | #mˈaːne# | *#mˈane# | *#mˈəne# | *#mˈɨjne# {GOLD: #mˈɨjne#}
591    | #merˈiːdieːm# | *#merˈid͡ze# | *#meɾjˈid͡ze# | *#merˈize# {GOLD: #mˈerizə#}
592    | #nˈoktem# | *#nˈopte# | *#no̯ˈapte# | *#no̯ˈapte# {GOLD: #no̯ˈapte#}
593    | #sˈeram# | *#sˈɛra# | *#ʃe̯ˈaɾə# | *#ʃˈarə# {GOLD: #se̯ˈarə#}
594    | #domˈinikam# | *#domˈeneka# | *#dumˈenekə# | *#dumˈinekə# {GOLD: #dumˈinikə#}
595    | #jˈowem# | *#d͡ʒˈoe# | *#d͡ʒˈoj# | *#ʒˈoj# {GOLD: #ʒˈoj#}
596    | #mˈarteːs# | *#mˈart͡s# | *#mˈaɾt͡s# | *#mˈart͡s# {GOLD: #mˈart͡sj#}
597    | #sˈambatum# | *#sˈambatu# | *#sˈəmbətu# | *#sˈɨmbət# {GOLD: #sˈɨmbətə#}
598    | #septˈimaːnam# | *#septˈemana# | *#septˈemənə# | *#septˈimɨnə# {GOLD: #səptəmˈɨnə#}
599    | #wˈeːneris# | *#vˈeneri# | *#vˈeneɾji# | *#vˈinerj# {GOLD: #vˈinerj#}
600    | #ˌɑprˈiːlem# | *#aprˈile# | *#apɾˈiɾe# | *#aprˈire# {GOLD: #prˈier#}
601    | #ˌawɡˈustum# | *#aɡˈustu# | *#aɡˈustu# | *#aɡˈust# {GOLD: #aɡˈust#}
602    | #kˌɑlendˈɑːrium# | *#kalendˈajru# | *#kəɾendˈajɾu# | *#kərindˈar# {GOLD: #kərindˈar#}
603    | #mˈaium# | *#mˈad͡zu# | *#mˈad͡zu# | *#mˈaz# {GOLD: #mˈaj#}
604    | #mˈartium# | *#mˈart͡su# | *#mˈaɾt͡su# | *#mˈart͡s# {GOLD: #mˈart͡s#}
605    | #mˈeːnsem# | *#mˈese# | *#me̯ˈase# | *#mˈese# {GOLD: #mˈes#}
606    | #ˌawtˈumnam# | *#atˈumna# | *#atˈumnə# | *#atˈumnə# {GOLD: #to̯ˈamnə#}
607    | #hˌibˈernam# | *#eˈɛrna# | *#jejˈeɾnə# | *#jejˈernə# {GOLD: #jˈarnə#}
608    | #wˈeːram# | *#vˈera# | *#ve̯ˈaɾə# | *#vˈarə# {GOLD: #vˈarə#}
609    | #pawˈiːmentum# | *#paˈimentu# | *#paˈimentu# | *#paˈimɨnt# {GOLD: #pəmˈɨnt#}
610    | #tˈerram# | *#tˈɛrra# | *#t͡se̯ˈarrə# | *#t͡sˈarə# {GOLD: #t͡sˈarə#}
611    | #ˌɑrˈeːnɑm# | *#arˈena# | *#aɾˈenə# | *#arˈinə# {GOLD: #arˈinə#}
612    | #lˈutum# | *#lˈutu# | *#lˈutu# | *#lˈut# {GOLD: #lˈut#}
613    | #pˈetram# | *#pˈɛtra# | *#pje̯ˈatɾə# | *#pˈɨtrə# {GOLD: #pjˈatrə#}
614    | #pˈulwerem# | *#pˈulbere# | *#pˈulbeɾe# | *#pˈulbere# {GOLD: #pˈulbere#}
615    | #sˈessum# | *#sˈɛsu# | *#ʃˈesu# | *#ʃˈes# {GOLD: #ʃˈes#}
616    | #kˌarbˈoːnem# | *#karbˈone# | *#kəɾbˈune# | *#kɨrbˈune# {GOLD: #kərbˈune#}
617    | #mˈarmor# | *#mˈarmro# | *#mˈaɾmɾu# | *#mˈarmru# {GOLD: #marmˈurə#}
618    | #ˈawrum# | *#ˈawru# | *#ˈawɾu# | *#ˈawr# {GOLD: #ˈawr#}
619    | #plˈumbum# | *#plˈumbu# | *#plˈumbu# | *#plˈumb# {GOLD: #plˈumb#}
620    | #krˈistam# | *#krˈesta# | *#kɾe̯ˈastə# | *#kre̯ˈastə# {GOLD: #kre̯ˈastə#}
621    | #ɡrˈumum# | *#ɡrˈumu# | *#ɡɾˈumu# | *#ɡrˈum# {GOLD: #ɡrˈum#}
622    | #montikˈelum# | *#montet͡ʃˈɛlu# | *#muntet͡ʃˈeɾu# | *#muntet͡ʃˈer# {GOLD: #mˈunt͡ʃel#}
623    | #rˈiːpam# | *#rˈipa# | *#rrˈipə# | *#rˈɨpə# {GOLD: #rˈɨpə#}
624    | #skˈaːlam# | *#skˈala# | *#skˈaɾə# | *#skˈarə# {GOLD: #skˈarə#}
625    | #wˈalem# | *#vˈale# | *#vˈaɾe# | *#vˈare# {GOLD: #vˈale#}
626    | #ˈalweum# | *#ˈalbju# | *#ˈalbju# | *#ˈalbj# {GOLD: #ˈalbie#}
627    | #kˈurre# | *#kˈurre# | *#kˈurre# | *#kˈurə# {GOLD: #kˈure#}
628    | #ˌekssˌukkˈaː# | *#sukˈa# | *#sukˈa# | *#sukˈa# {GOLD: #uskˈa#}
629    | #fˈundum# | *#fˈundu# | *#fˈundu# | *#fˈund# {GOLD: #fˈund#}
630    | #lˈakum# | *#lˈaku# | *#lˈaku# | *#lˈak# {GOLD: #lˈak#}
631    | #mˈare# | *#mˈare# | *#mˈaɾe# | *#mˈare# {GOLD: #mˈare#}
632    | #mˈarɡinem# | *#mˈard͡ʒene# | *#mˈaɾd͡ʒene# | *#mˈard͡ʒine# {GOLD: #mˈard͡ʒine#}
